Food code,Main food description,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total
(g)","Fiber, total dietary (g)",Total Fat (g),Cholesterol (mg),"Vitamin A, RAE (mcg_RAE)",Vitamin B-6 (mg),Vitamin C (mg),Calcium (mg),"Iron
(mg)",Potassium (mg),Sodium (mg),Caffeine (mg),Alcohol (g),"Water
(g)"
11000000,"Milk, human",70,1.03,6.89,"6.89","0",4.38,14,"61",0.011,5,32,"0.03",51,17,0,0,"87.5"
11100000,"Milk, NFS",52,3.33,4.83,"4.88","0",2.14,9,"58",0.061,0.1,125,"0",156,39,0,0,"88.92"
11111000,"Milk, whole",61,3.27,4.63,"4.81","0",3.2,12,"32",0.061,0,123,"0",150,38,0,0,"88.1"
11112110,"Milk, reduced fat (2%)",50,3.36,4.9,"4.89","0",1.9,8,"83",0.061,0.2,126,"0",159,39,0,0,"89.1"
11112210,"Milk, low fat (1%)",43,3.38,5.18,"4.96","0",0.95,5,"58",0.06,0,126,"0",159,39,0,0,"89.7"
11113000,"Milk, fat free (skim)",34,3.43,4.92,"5.05","0",0.08,3,"64",0.058,0,132,"0",167,41,0,0,"90.8"
11114300,"Milk, lactose free, low fat (1%)",43,3.38,5.18,"4.96","0",0.95,5,"58",0.06,0,126,"0",159,39,0,0,"89.7"
11114320,"Milk, lactose free, fat free (skim)",34,3.43,4.92,"5.05","0",0.08,3,"64",0.058,0,132,"0",167,41,0,0,"90.8"
11114330,"Milk, lactose free, reduced fat (2%)",50,3.36,4.9,"4.89","0",1.9,8,"83",0.061,0.2,126,"0",159,39,0,0,"89.1"
11114350,"Milk, lactose free, whole",61,3.27,4.63,"4.81","0",3.2,12,"32",0.061,0,123,"0",150,38,0,0,"88.1"
11115000,"Buttermilk, fat free (skim)",40,3.31,4.79,"4.79","0",1.07,4,"14",0.034,1,116,"0.05",151,148,0,0,"90.13"
11115300,"Buttermilk, whole",62,3.21,4.88,"4.88","0",3.31,11,"47",0.036,0,115,"0.03",135,105,0,0,"87.91"
11115400,"Kefir, NS as to fat content",52,3.59,7.48,"6.91","0",0.96,5,"174",0.059,0.8,124,"0.04",159,38,0,0,"87.26"
11116000,"Goat's milk, whole",69,3.56,4.45,"4.45","0",4.14,11,"57",0.046,1.3,134,"0.05",204,50,0,0,"87.03"
11120000,"Milk, dry, reconstituted, NS as to fat content",32,3.2,4.6,"4.6","0",0.07,2,"58",0.032,0.6,114,"0.03",159,51,0,0,"91.34"
11121100,"Milk, dry, reconstituted, whole",76,4.01,5.86,"5.86","0",4.08,15,"39",0.046,1.3,142,"0.07",203,60,0,0,"85.04"
11121210,"Milk, dry, reconstituted, low fat (1%)",40,3.17,4.55,"4.55","0",1.01,4,"65",0.032,0.6,113,"0.03",157,51,0,0,"90.48"
11121300,"Milk, dry, reconstituted, fat free (skim)",32,3.2,4.6,"4.6","0",0.07,2,"1",0.032,0.6,114,"0.03",159,51,0,0,"91.34"
11210050,"Milk, evaporated, NS as to fat content",134,6.81,10.04,"10.04","0",7.56,29,"65",0.05,1.9,261,"0.19",303,106,0,0,"74.04"
11211050,"Milk, evaporated, whole",134,6.81,10.04,"10.04","0",7.56,29,"65",0.05,1.9,261,"0.19",303,106,0,0,"74.04"
11211400,"Milk, evaporated, reduced fat (2%)",92,7.42,11.15,"11.15","0",1.96,8,"131",0.054,1.2,285,"0.28",326,113,0,0,"78"
11212050,"Milk, evaporated, fat free (skim)",78,7.55,11.35,"11.35","0",0.2,4,"118",0.055,1.2,290,"0.29",332,115,0,0,"79.4"
11220000,"Milk, condensed, sweetened",321,7.91,54.4,"54.4","0",8.7,34,"74",0.051,2.6,284,"0.19",371,127,0,0,"27.16"
11300100,"Non-dairy milk, NFS",29,1.14,3.14,"2.52","0.1",1.34,0,"46",0.009,0,157,"0.33",57,53,0,0,"93.87"
11320000,Soy milk,53,3.41,5.22,"4.53","0",2.05,0,"56",0.053,0,97,"0.52",152,33,0,0,"88.7"
11320100,"Soy milk, light",38,3.55,1.29,"0.56","0",2.12,0,"58",0.055,0,101,"0.54",158,34,0,0,"92.4"
11320200,"Soy milk, nonfat",38,3.55,1.29,"0.56","0",2.12,0,"58",0.055,0,101,"0.54",158,34,0,0,"92.4"
11321000,"Soy milk, chocolate",64,3.35,8.32,"7.49","0.1",2.03,0,"54",0.051,0,94,"0.55",151,32,1,0,"85.68"
11321100,"Soy milk, light, chocolate",39,3.6,1.46,"0.56","0.1",2.15,0,"58",0.055,0,101,"0.58",162,34,1,0,"92.13"
11350000,"Almond milk, sweetened",30,0.53,4.31,"3.99","0",1.18,0,"39",0,0,166,"0.28",30,58,0,0,"93.5"
11350010,"Almond milk, sweetened, chocolate",43,0.57,7.44,"6.97","0.1",1.2,0,"38",0,0,161,"0.31",33,56,1,0,"90.32"
11350020,"Almond milk, unsweetened",15,0.55,0.34,"0","0",1.22,0,"41",0,0,173,"0.29",31,60,0,0,"97.4"
11350030,"Almond milk, unsweetened, chocolate",16,0.61,0.51,"0","0.1",1.26,0,"41",0,0,173,"0.33",35,60,1,0,"97.12"
11360000,Rice milk,47,0.28,9.17,"5.28","0.3",0.97,0,"63",0.039,0,118,"0.2",27,39,0,0,"89.28"
11370000,Coconut milk,31,0.21,2.92,"2.5","0",2.08,0,"63",0,0,188,"0.3",19,19,0,0,"94.57"
11400000,"Yogurt, NFS",63,5.25,7.04,"7.04","0",1.55,6,"14",0.049,0.8,183,"0.08",234,70,0,0,"85.06"
11400010,"Yogurt, Greek, NS as to type of milk or flavor",73,9.95,3.94,"3.56","0",1.92,10,"90",0.055,0.8,115,"0.04",141,34,0,0,"83.56"
11410000,"Yogurt, NS as to type of milk or flavor",63,5.25,7.04,"7.04","0",1.55,6,"14",0.049,0.8,183,"0.08",234,70,0,0,"85.06"
11411010,"Yogurt, NS as to type of milk, plain",63,5.25,7.04,"7.04","0",1.55,6,"14",0.049,0.8,183,"0.08",234,70,0,0,"85.06"
11411100,"Yogurt, whole milk, plain",61,3.47,4.66,"4.66","0",3.25,13,"27",0.032,0.5,121,"0.05",155,46,0,0,"87.89"
11411200,"Yogurt, low fat milk, plain",63,5.25,7.04,"7.04","0",1.55,6,"14",0.049,0.8,183,"0.08",234,70,0,0,"85.06"
11411300,"Yogurt, nonfat milk, plain",56,5.73,7.68,"7.68","0",0.18,2,"2",0.053,0.9,199,"0.09",255,77,0,0,"85.22"
11411390,"Yogurt, Greek, NS as to type of milk, plain",73,9.95,3.94,"3.56","0",1.92,10,"90",0.055,0.8,115,"0.04",141,34,0,0,"83.56"
11411400,"Yogurt, Greek, whole milk, plain",97,9,3.98,"4","0",5,13,"2",0.063,0,100,"0",141,35,0,0,"81.3"
11411410,"Yogurt, Greek, low fat milk, plain",73,9.95,3.94,"3.56","0",1.92,10,"90",0.055,0.8,115,"0.04",141,34,0,0,"83.56"
11411420,"Yogurt, Greek, nonfat milk, plain",59,10.3,3.64,"3.27","0",0.37,5,"1",0.064,0,111,"0.07",141,36,0,0,"85"
11430000,"Yogurt, NS as to type of milk, fruit",89,4.66,14.46,"12.01","0.1",1.37,5,"12",0.046,1.8,163,"0.13",215,65,0,0,"78.51"
11431000,"Yogurt, whole milk, fruit",87,3.1,12.36,"9.92","0.1",2.87,11,"24",0.031,1.5,109,"0.1",146,44,0,0,"81"
11432000,"Yogurt, low fat milk, fruit",89,4.66,14.46,"12.01","0.1",1.37,5,"12",0.046,1.8,163,"0.13",215,65,0,0,"78.51"
11433000,"Yogurt, nonfat milk, fruit",83,5.09,15.02,"12.58","0.1",0.17,2,"2",0.049,1.8,177,"0.14",234,72,0,0,"78.65"
11433990,"Yogurt, Greek, NS as to type of milk, fruit",105,8.17,12.29,"11.23","1",2.57,12,"31",0.049,0.7,88,"0.07",129,33,0,0,"76.41"
11434000,"Yogurt, Greek, whole milk, fruit",106,7.33,12.29,"12","0",3,10,"46",0.049,0,100,"0",113,37,0,0,"76.81"
11434010,"Yogurt, Greek, low fat milk, fruit",105,8.17,12.29,"11.23","1",2.57,12,"31",0.049,0.7,88,"0.07",129,33,0,0,"76.41"
11434020,"Yogurt, Greek, nonfat milk, fruit",82,8.06,12.2,"11.5","0.6",0.15,4,"0",0.05,0.2,97,"0.09",133,32,0,0,"79"
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",73,5.09,9.82,"9.82","0",1.51,6,"14",0.048,0.8,178,"0.08",227,68,0,0,"82.51"
11434100,"Yogurt, whole milk, flavors other than fruit",78,3.3,9.41,"9.42","0",3.1,12,"26",0.03,0.5,115,"0.05",147,44,0,0,"83.5"
11434200,"Yogurt, low fat milk, flavors other than fruit",73,5.09,9.82,"9.82","0",1.51,6,"14",0.048,0.8,178,"0.08",227,68,0,0,"82.51"
11434300,"Yogurt, nonfat milk, flavors other than fruit",66,5.56,10.44,"10.44","0",0.18,2,"2",0.051,0.9,193,"0.09",247,75,0,0,"82.66"
11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",95,8.64,9.54,"9.54","0",2.5,5,"110",0.05,0,100,"0.04",123,40,0,0,"78.76"
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",111,8.47,9.35,"9.35","0",4.44,10,"125",0.049,0,98,"0.04",121,39,0,0,"77.19"
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",95,8.64,9.54,"9.54","0",2.5,5,"110",0.05,0,100,"0.04",123,40,0,0,"78.76"
11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",78,8.64,10.37,"9.54","0.5",0.18,3,"0",0.05,0,99,"0.04",123,34,0,0,"80.26"
11435100,"Yogurt, Greek, with oats",160,8.88,21.1,"12.08","1.5",4.6,4,"88",0.056,0,90,"0.64",160,64,0,0,"64.61"
11436000,"Yogurt, liquid",72,3.71,11.81,"9.78","0.1",1.09,4,"10",0.036,1.4,131,"0.1",171,53,0,0,"82.57"
11440010,"Chipotle dip, yogurt based",189,7.93,3.33,"2.97","0",15.99,16,"74",0.054,3.4,92,"0.09",119,636,0,0,"70.61"
11440030,"Onion dip, yogurt based",160,6.82,4.06,"3.38","0.2",12.91,14,"66",0.054,1.1,93,"0.08",126,507,0,0,"74.4"
11440040,"Ranch dip, yogurt based",195,8.48,4.13,"3.41","0.3",16.09,17,"74",0.056,1.9,114,"0.29",154,646,0,0,"69"
11440050,"Spinach dip, yogurt based",159,7.02,3.59,"3.04","0.3",12.96,14,"112",0.054,0.7,103,"0.21",136,514,0,0,"74.53"
11440060,Tzatziki dip,93,5.35,3.92,"2.92","0.2",6.31,7,"3",0.06,1.8,64,"0.14",139,307,0,0,"83.12"
11440070,"Vegetable dip, yogurt based",191,8.16,3.76,"2.99","0.3",16.03,16,"74",0.054,1.9,103,"0.29",141,641,0,0,"69.81"
11446000,"Yogurt parfait, low fat, with fruit",84,3.36,15.86,"11.68","1.1",1.01,3,"30",0.233,14.3,105,"0.49",189,49,0,0,"78.97"
11459990,"Frozen yogurt, NFS",127,3,21.6,"19.92","0",3.6,13,"49",0.04,0.7,100,"0.46",156,63,0,0,"71.2"
11460000,"Frozen yogurt, vanilla",127,3,21.6,"19.92","0",3.6,13,"49",0.04,0.7,100,"0.46",156,63,0,0,"71.2"
11460100,"Frozen yogurt, chocolate",131,3,21.6,"19.24","2.3",3.6,13,"39",0.04,0,100,"0.46",234,63,3,0,"71.2"
11460500,"Frozen yogurt, soft serve, vanilla",159,4,24.2,"24","0",5.6,2,"59",0.08,0.8,143,"0.3",211,87,0,0,"65.3"
11460510,"Frozen yogurt, soft serve, chocolate",160,4.31,24.87,"23.56","0.7",5.76,2,"58",0.081,0.8,143,"0.57",237,86,5,0,"64.05"
11461200,Frozen yogurt sandwich,204,3.9,34.38,"24.3","0.8",6.25,10,"38",0.043,0.5,83,"1.35",170,192,2,0,"54.52"
11461210,"Frozen yogurt bar, vanilla",127,3,21.6,"19.92","0",3.6,13,"49",0.04,0.7,100,"0.46",156,63,0,0,"71.2"
11461220,"Frozen yogurt bar, chocolate",131,3,21.6,"19.24","2.3",3.6,13,"39",0.04,0,100,"0.46",234,63,3,0,"71.2"
11461250,"Frozen yogurt cone, chocolate",142,3.2,23.9,"18.71","2.3",3.73,12,"37",0.04,0,97,"0.59",229,71,3,0,"68.56"
11461260,"Frozen yogurt cone, vanilla",139,3.2,23.9,"19.36","0.1",3.73,12,"47",0.04,0.7,97,"0.59",154,71,0,0,"68.56"
11461300,"Frozen yogurt cone, vanilla, waffle cone",143,3.29,25.28,"20.26","0.1",3.61,12,"46",0.041,0.7,97,"0.69",155,77,0,0,"67.19"
11461320,"Frozen yogurt cone, chocolate, waffle cone",147,3.29,25.28,"19.62","2.3",3.61,12,"37",0.041,0,97,"0.69",229,77,3,0,"67.19"
11480000,"Baby Toddler food, NFS",75,4.9,9.08,"4.47","1.1",2.15,18,"80",0.112,12.4,23,"0.62",179,27,0,0,"83.24"
11480010,"Baby Toddler yogurt, plain",61,3.47,4.66,"4.66","0",3.25,13,"27",0.032,0.5,121,"0.05",155,46,0,0,"87.89"
11480100,"Baby Toddler yogurt, with fruit",83,3.16,11.08,"9.04","0.1",2.93,12,"24",0.031,1.3,111,"0.09",147,45,0,0,"82.15"
11511000,"Chocolate milk, NFS",67,3.39,13.46,"8.39","0",0,2,"64",0.024,1,127,"0.27",182,79,1,0,"82.34"
11511100,"Chocolate milk, ready to drink, whole",83,3.17,10.34,"9.54","0.8",3.39,12,"27",0.04,0.9,112,"0.24",167,60,1,0,"82.3"
11511200,"Chocolate milk, ready to drink, reduced fat",76,2.99,12.13,"9.55","0.7",1.9,8,"64",0.024,0,109,"0.24",169,66,1,0,"82.17"
11511300,"Chocolate milk, ready to drink, fat free",67,3.39,13.46,"8.39","0",0,2,"64",0.024,1,127,"0.27",182,79,1,0,"82.34"
11511400,"Chocolate milk, ready to drink, low fat",64,3.46,10.15,"9.94","0.1",1.11,5,"52",0.047,0.4,129,"0.23",172,65,1,0,"84.5"
11511550,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",57,3.43,7.68,"7.29","0",1.04,5,"96",0.05,0,122,"0.16",168,66,0,0,"87.09"
11511600,"Chocolate milk, ready to drink, low fat (Nesquik)",64,3.46,10.15,"9.94","0.1",1.11,5,"52",0.047,0.4,129,"0.23",172,65,1,0,"84.5"
11511700,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",64,3.46,10.15,"9.94","0.1",1.11,5,"52",0.047,0.4,129,"0.23",172,65,1,0,"84.5"
11512010,"Hot chocolate / Cocoa, ready to drink",91,2.73,16.53,"15.18","0",1.54,7,"68",0.049,0.2,102,"0",152,60,3,0,"78.43"
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",78,2.79,16.55,"15.31","0",0.06,2,"52",0.046,0,107,"0",159,61,3,0,"79.81"
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",80,1.27,16.3,"14.31","0.1",1.08,0,"38",0.014,0,118,"0.28",85,71,3,0,"80.73"
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",103,2.74,15.88,"14.6","0",3.18,12,"84",0.048,0.2,101,"0",149,58,3,0,"77.44"
11513100,"Chocolate milk, made from dry mix with whole milk",82,3.35,9.9,"9.55","0.3",3.14,11,"30",0.113,1.7,143,"0",158,44,0,0,"82.75"
11513150,"Chocolate milk, made from dry mix with reduced fat milk",72,3.43,10.15,"9.62","0.3",1.92,8,"78",0.113,1.9,146,"0",166,45,0,0,"83.68"
11513300,"Chocolate milk, made from dry mix with fat free milk",57,3.5,10.17,"9.77","0.3",0.22,3,"60",0.11,1.7,152,"0",174,47,0,0,"85.28"
11513310,"Chocolate milk, made from dry mix with non-dairy milk",59,1.75,9.89,"8.62","0.4",1.38,0,"44",0.07,1.7,164,"0.33",88,57,0,0,"86.34"
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",74,3.41,10.09,"9.62","0.3",2.15,8,"54",0.113,1.8,146,"0",164,45,0,0,"83.52"
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",82,3.35,9.9,"9.55","0.3",3.14,11,"30",0.113,1.7,143,"0",158,44,0,0,"82.75"
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",72,3.43,10.15,"9.62","0.3",1.92,8,"78",0.113,1.9,146,"0",166,45,0,0,"83.68"
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",65,3.45,10.42,"9.69","0.3",1.03,5,"54",0.112,1.7,146,"0",166,45,0,0,"84.25"
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",57,3.5,10.17,"9.77","0.3",0.22,3,"60",0.11,1.7,152,"0",174,47,0,0,"85.28"
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",59,1.75,9.89,"8.62","0.4",1.38,0,"44",0.07,1.7,164,"0.33",88,57,0,0,"86.34"
11513392,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",63,3.61,7.64,"5.86","0.4",2.01,8,"79",0.137,2.5,160,"0.14",226,59,0,0,"85.58"
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",50,1.89,7.36,"4.83","0.5",1.46,0,"45",0.093,2.4,178,"0.48",146,72,0,0,"88.29"
11513400,"Chocolate milk, made from syrup, NS as to type of milk",81,2.89,13.14,"12.22","0",1.86,8,"50",0.054,0.1,109,"0",152,54,2,0,"81.33"
11513500,"Chocolate milk, made from syrup with whole milk",89,2.83,12.97,"12.16","0",2.77,10,"28",0.054,0,107,"0",146,53,2,0,"80.62"
11513550,"Chocolate milk, made from syrup with reduced fat milk",79,2.91,13.2,"12.23","0",1.65,7,"72",0.054,0.2,109,"0",154,54,2,0,"81.48"
11513600,"Chocolate milk, made from syrup with low fat milk",73,2.93,13.44,"12.29","0",0.82,4,"50",0.053,0,109,"0",154,54,2,0,"82"
11513700,"Chocolate milk, made from syrup with fat free milk",65,2.97,13.22,"12.37","0",0.07,3,"55",0.051,0,114,"0",161,56,2,0,"82.96"
11513750,"Chocolate milk, made from syrup with non-dairy milk",68,1.36,12.95,"11.3","0.1",1.15,0,"41",0.015,0,125,"0.3",82,65,2,0,"83.94"
11513801,"Chocolate milk, made from light syrup with whole milk",73,3.04,8.38,"7.79","0",2.92,10,"28",0.054,0,109,"0",155,46,1,0,"84.85"
11513802,"Chocolate milk, made from light syrup with reduced fat milk",63,3.11,8.62,"7.86","0",1.78,7,"73",0.054,0.2,112,"0",163,47,1,0,"85.72"
11513803,"Chocolate milk, made from light syrup with low fat milk",57,3.13,8.87,"7.92","0",0.95,4,"51",0.054,0,112,"0",163,47,1,0,"86.24"
11513804,"Chocolate milk, made from light syrup with fat free milk",49,3.18,8.64,"8","0",0.19,3,"56",0.052,0,117,"0",170,48,1,0,"87.21"
11513851,"Chocolate milk, made from sugar free syrup with whole milk",59,3.22,5.83,"4.24","0.4",3.05,10,"28",0.056,0,108,"0.26",180,76,2,0,"86.94"
11514100,"Hot chocolate / Cocoa, made with dry mix and water",54,0.91,11.4,"8.93","0.5",0.55,0,"0",0.016,0,21,"0.16",97,72,2,0,"86.5"
11514110,"Hot chocolate / Cocoa, made with dry mix and whole milk",106,3.72,15.13,"12.87","0.5",3.31,10,"28",0.065,0,124,"0.16",225,100,2,0,"76.61"
11514120,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",96,3.8,15.36,"12.94","0.5",2.18,7,"72",0.065,0.2,127,"0.16",232,101,2,0,"77.47"
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk",90,3.82,15.6,"13","0.5",1.36,4,"50",0.065,0,127,"0.16",232,101,2,0,"78"
11514140,"Hot chocolate / Cocoa, made with dry mix and fat free milk",82,3.86,15.38,"13.08","0.5",0.6,3,"56",0.063,0,132,"0.16",239,102,2,0,"78.95"
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",84,2.24,15.06,"11.97","0.6",1.68,0,"41",0.029,0,143,"0.46",160,112,2,0,"79.99"
11514310,"Hot chocolate / Cocoa, made with no sugar added dry mix and water",31,1.28,5.94,"3.11","0.6",0.25,0,"0",0.026,0,50,"0.41",224,75,2,0,"91.92"
11514320,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",86,4.25,10.04,"7.45","0.6",3.18,11,"30",0.079,0,159,"0.4",355,105,2,0,"81.29"
11514330,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",76,4.34,10.29,"7.52","0.6",1.99,7,"77",0.079,0.2,162,"0.4",363,106,2,0,"82.21"
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",70,4.35,10.55,"7.59","0.6",1.12,5,"54",0.078,0,162,"0.4",363,106,2,0,"82.76"
11514350,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",62,4.4,10.31,"7.67","0.6",0.32,3,"59",0.076,0,168,"0.4",371,108,2,0,"83.77"
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",64,2.68,10,"6.53","0.7",1.46,0,"44",0.04,0,179,"0.72",286,118,2,0,"84.85"
11519040,"Strawberry milk, NFS",52,3.34,5.34,"5.29","0",1.9,8,"81",0.059,0.2,128,"0",157,40,0,0,"88.68"
11519050,"Strawberry milk, whole",86,3.03,11.79,"11.68","0",2.97,11,"30",0.057,0,114,"0.03",139,38,0,0,"81.46"
11519105,"Strawberry milk, reduced fat",71,3.16,10.7,"10.46","0",1.8,8,"78",0.057,0.2,118,"0.03",150,39,0,0,"83.64"
11519200,"Strawberry milk, low fat",69,3.13,12.3,"11.82","0",0.89,5,"54",0.056,0,117,"0.03",147,39,0,0,"82.94"
11519205,"Strawberry milk, fat free",61,3.18,12.06,"11.9","0",0.09,3,"59",0.054,0,122,"0.03",155,41,0,0,"83.95"
11519210,"Strawberry milk, reduced sugar",50,3.31,7.07,"6.86","0",0.94,5,"57",0.059,0,124,"0",156,38,0,0,"87.91"
11519215,"Strawberry milk, non-dairy",63,1.45,11.77,"10.76","0.1",1.24,0,"44",0.014,0,134,"0.36",71,51,0,0,"85"
11526000,"Milk, malted",66,3.19,8.64,"7.81","0",2.05,8,"114",0.137,2.4,159,"0.71",149,60,0,0,"85.14"
11531000,Eggnog,88,4.55,8.05,"8.05","0",4.19,59,"59",0.05,1.5,130,"0.2",165,54,0,0,"82.54"
11541110,"Milk shake, home recipe, chocolate",120,3.47,13.53,"12.57","0.5",6.14,20,"64",0.059,0.3,118,"0.35",187,52,1,0,"75.87"
11541120,"Milk shake, home recipe, flavors other than chocolate",113,3.35,11.39,"10.66","0.2",5.98,23,"63",0.056,0.2,125,"0.03",167,53,0,0,"78.45"
11541130,"Milk shake, home recipe, chocolate, light",97,3.99,12.93,"12.42","0.3",3.31,14,"63",0.046,0.5,138,"0.26",163,51,1,0,"79.03"
11541135,"Milk shake, home recipe, flavors other than chocolate, light",92,3.88,13.83,"11.07","0.1",2.33,13,"83",0.055,0.4,138,"0.07",176,51,0,0,"79.07"
11541400,Milk shake with malt,125,3.76,13.64,"12.04","0.2",6.11,23,"63",0.07,0.3,131,"0.06",190,66,0,0,"75.57"
11542100,"Milk shake, fast food, chocolate",150,3.7,20.36,"13.39","1.6",6.66,23,"89",0.061,0,115,"0.73",193,80,5,0,"68.32"
11542200,"Milk shake, fast food, flavors other than chocolate",148,3.37,19.59,"13.63","0.9",6.52,23,"91",0.06,0,115,"0.46",166,81,0,0,"69.65"
11543000,"Milk shake, bottled, chocolate",150,3.7,20.36,"13.39","1.6",6.66,23,"89",0.061,0,115,"0.73",193,80,5,0,"68.32"
11543010,"Milk shake, bottled, flavors other than chocolate",148,3.37,19.59,"13.63","0.9",6.52,23,"91",0.06,0,115,"0.46",166,81,0,0,"69.65"
11551050,Licuado or Batido,75,2.33,13.1,"11.55","0.6",1.45,6,"37",0.08,10.2,82,"0.04",169,26,0,0,"82.45"
11553100,"Fruit smoothie, NFS",65,2.35,11.66,"8.7","1.1",1.1,4,"20",0.071,9.4,81,"0.19",175,28,0,0,"84.24"
11553110,"Fruit smoothie, with whole fruit and dairy",65,2.35,11.67,"8.7","1.1",1.1,4,"20",0.071,9.4,81,"0.19",175,28,0,0,"84.23"
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",78,7.38,9.7,"7.13","1.1",1.25,5,"21",0.085,8.4,116,"0.28",174,40,0,0,"80.4"
11553130,"Fruit smoothie juice drink, with dairy",65,0.86,15.05,"12.68","0.9",0.14,1,"2",0.108,5.2,20,"0.14",131,14,0,0,"83.61"
11560000,Chocolate milk drink,49,0.64,10.68,"8.68","0.6",0.4,0,"60",0.011,2,100,"0.33",79,91,1,0,"87.63"
11710000,"Infant formula, NFS",66,1.38,7.12,"7.12","0",3.56,1,"59",0.04,7,51,"1.19",70,17,0,0,"87.46"
11710030,"Infant formula, Similac, NFS",65,1.37,6.9,"6.9","0",3.6,2,"59",0.04,5.9,52,"1.18",69,17,0,0,"87.64"
11710051,"Infant formula, Similac Alimentum, ready-to-feed",67,1.8,6.77,"4.4","0",3.63,1,"59",0.039,5.9,69,"1.18",77,29,0,0,"87.32"
11710056,"Infant formula, Similac Alimentum, powder, made with water",67,1.8,6.77,"4.4","0",3.63,1,"59",0.039,5.9,69,"1.18",77,29,0,0,"87.32"
11710351,"Infant formula, Similac Advance, ready-to-feed",66,1.37,6.87,"6.87","0",3.62,2,"59",0.04,5.9,51,"1.19",69,16,0,0,"87.64"
11710357,"Infant formula, Similac Advance, powder, made with tap water",66,1.37,6.87,"6.87","0",3.62,2,"59",0.04,5.9,54,"1.19",69,19,0,0,"87.64"
11710358,"Infant formula, Similac Advance, powder, made with bottled water",66,1.37,6.87,"6.87","0",3.62,2,"59",0.04,5.9,60,"1.19",69,18,0,0,"87.71"
11710359,"Infant formula, Similac Advance, powder, made with baby water",66,1.37,6.87,"6.87","0",3.62,2,"59",0.04,5.9,51,"1.19",69,16,0,0,"87.64"
11710371,"Infant formula, Similac Sensitive, ready-to-feed",65,1.4,6.99,"6.99","0",3.53,2,"59",0.04,5.7,55,"1.17",70,20,0,0,"87.63"
11710377,"Infant formula, Similac Sensitive, powder, made with tap water",65,1.4,6.99,"6.99","0",3.53,2,"59",0.04,5.7,57,"1.17",70,23,0,0,"87.63"
11710378,"Infant formula, Similac Sensitive, powder, made with bottled water",65,1.4,6.99,"6.99","0",3.53,2,"59",0.04,5.7,63,"1.17",70,22,0,0,"87.7"
11710379,"Infant formula, Similac Sensitive, powder, made with baby water",65,1.4,6.99,"6.99","0",3.53,2,"59",0.04,5.7,55,"1.17",70,20,0,0,"87.63"
11710381,"Infant formula, Similac for Spit-Up, ready-to-feed",65,1.38,6.9,"6.9","0",3.48,0,"59",0.039,5.8,54,"1.17",69,19,0,0,"87.73"
11710383,"Infant formula, Similac for Spit-Up, powder, made with water",65,1.38,6.9,"6.9","0",3.48,0,"59",0.039,5.8,54,"1.17",69,19,0,0,"87.73"
11710481,"Toddler formula, Similac Go and Grow",58,1.73,5.87,"5.87","0",3.11,0,"52",0.035,6.9,112,"1.15",86,17,0,0,"88.89"
11710605,"Infant formula, Enfamil, NFS",66,1.43,7.34,"7.34","0",3.49,0,"59",0.04,8,51,"1.19",72,19,0,0,"87.29"
11710621,"Infant formula, Enfamil Premium Newborn, ready-to-feed",66,1.38,7.39,"7.39","0",3.48,0,"60",0.039,7.9,51,"1.18",71,18,0,0,"87.78"
11710629,"Infant formula, Enfamil Premium Newborn, powder, made with water",66,1.38,7.39,"7.39","0",3.48,0,"60",0.039,7.9,51,"1.18",71,18,0,0,"87.78"
11710631,"Infant formula, Enfamil Infant, ready-to-feed",66,1.4,7.38,"7.38","0",3.49,0,"59",0.04,8,50,"1.19",71,18,0,0,"87.28"
